alias_name,standard_name
Tair_1_Avg,Tair_Avg
RH_1_Avg,RH_Avg
VP_1_Avg,VP_Avg
VPsat_1_Avg,VPsat_Avg
VPD_1_Avg,VPD_Avg
WS_Avg,WS_Avg
WSrs_Avg,WSrs_Avg
WDuv_Avg,WDuv_Avg
WDrs_Avg,WDrs_Avg
WD_StdY,WD_StdY
WD_StdCS,WD_StdCS
P,P
Psl,Psl
SM_1_H8cm_Avg,SM_Avg
Tsoil_SM1_8cm,Tsoil
RF_Tot,RF_Tot
